Categorie,Naam,Beschrijving
Outdoorbodywarmers,Superdry Dames Lange gewatteerde bodywarmer met capuchon,"Onze lange gewatteerde bodywarmer met capuchon biedt je een unieke laagjesoptie, voor als je iets lichters wilt dat nog steeds warmte biedt. Dit gewatteerde model is ideaal voor een elegante laagjesoutfit die bij je strakke, eigentijdse look past zodat je je authentieke stijl kunt behouden. Casual pasvorm – de klassieke Superdry-pasvorm. Niet te nauwsluitend, niet te ruim, precies goed. Kies je gebruikelijke maat, Hoge hals, Tweewegritssluiting, Twee zakken met drukknopen, Dubbele ventilatiegaten met drukknoopsluiting bij de zoom, Superdry-badge. Tot 100% van de vulling in deze jas is gemaakt van gerecyclede materialen. Elke jas bevat tussen de 5 en 48 gerecyclede flessen, afhankelijk van het gewicht en de gebruikte hoeveelheid vulling, waardoor afval niet op een vuilnisbelt terechtkomt of onze oceanen vervuilt."
Outdoorbodywarmers,RINO & PELLE 3463 - ZWART - 36,"Stylish padded waistcoat. This lightweight waistcoat features a snap button closure, two side pockets with zipper and a removable self-tie belt."
Outdoorbodywarmers,Groen Multi functioneel Werkvest Maat XL,"Multizakken werkvest: 1. Centrale rits met trekker. 2. V-hals. 3. Drie voorzakken met flap en klittenbandsluiting. 4. Bovenzak met multifunctionele ring. 5. Twee zijzakken met rits en trekker, met twee boven elkaar liggende zakken met flap en klittenbandsluiting. 6. Twee achterzakken met flap en klittenbandsluiting. 7. Kraag, achterarmnaden en onderkant met bies. 
 Samenstelling 
 65% polyester / 35% katoen, 200 g/m²."
Outdoorbodywarmers,Basila® V-Hals Bodywarmer met Powerbank - XL - 8 Zones - tot 60 °C - Thermo Kleding - Heated vest - Elektrische kleding - Thermo vest - Verwarmde Vest - Verwarmde Kleding,"Wil jij de winter warm doorkomen én geld besparen op de energierekening? Dan is de verwarmde bodywarmer van Basila dé oplossing. Dankzij de combinatie van verwarming tot 60°C en 8 warmtezones houdt je alle belangrijke lichaamsdelen warm. Blijf lekker warm en stijlvol tijdens de winterdagen. Jouw voordelen:    Ideaal voor buiten én binnen – neem de comfortabele bodywarmer overal mee naartoe en gebruik hem op elk moment van de dag.  Behoud tot 7 uur lang je lichaamswarmte – dankzij de sterke accu blijft je lichaam lekker warm tijdens de koude winterdagen.  Eenvoudig te wassen – met de hand of in een waszakje in de wasmachine.  Bespaar geld op de energierekening – door de bodywarmer binnenshuis te gebruiken is het niet meer nodig om de thermostaat hoger te draaien.   Optimale warmteverdeling    Met de ingebouwde koolstofvezelwarmte-elementen en 3 verwarmingsniveau’s creëer je constante warmte op 8 kernlichaamsdelen. Wissel af tussen 40, 50 of 60°C en warm jezelf op in je nek, rug, buik en taille. Perfect voor tijdens de koude winterdagen, pijn en spanning in de spieren te verlichten en bloedcirculatie te bevorderen.    Overal te gebruiken    Dankzij het stijlvolle design van de Basila Verwarmde Bodywarmer is het ideaal voor elke gelegenheid. Of je hem nu enkel gebruikt tijdens het uitlaten van de hond in de kou of ’s avonds na een lange werkdag aantrekt op de bank: hij komt altijd goed van pas.    Ijzersterke accu    De bodywarmer wordt van stroom voorzien door de draagbare 10.000 mAh powerbank en is eenvoudig op te laden via een USB-oplaadkabel. Dankzij het hoge accuvermogen kan de bodywarmer tot 7 uur worden gebruikt op het laagste warmteniveau (wit licht), 5 uur op middelhoog warmteniveau (blauw licht) en 3 uur op het hoogste niveau (rood licht).    Productveiligheid    Wij geloven in de kwaliteit van onze producten en streven naar de hoogste productveiligheid voor onze klanten. Onze producten zijn daarom voorzien van een CE-marketing en zijn daarmee door de strenge, Europese keuringen gekomen. Dit product is daarom helemaal veilig in gebruik.    100% Tevredenheidsgarantie    Wij geloven in de kwaliteit van onze producten en streven ernaar iedereen optimaal te kunnen helpen. Ben je niet tevreden met jouw aankoop? Wij kijken graag samen naar een gepaste oplossing. Is de bodywarmer, om wat voor reden dan ook, toch niet geschikt voor jou? Dan is retourneren helemaal gratis.   Kies vandaag nog voor de Basila® Verwarmende Bodywarmer en kom de winter lekker warm door!"
Outdoorbodywarmers,MGO Wax Gilet Wilson - Bodywarmer heren - Waxjas winddicht en waterafstotend - Olijf Groen - Maat XL,"Deze stoere gewaxte bodywarmer kan wel tegen een stootje. De jas is winddicht en waterafstotend. Op deze bodywarmer zit een leren MGO Logo op de linkerzak en hij is voorzien van een binnenzak met rits. De kraag is 5 cm breed en heeft afgeronde hoeken.
•	shell: 100% katoen
•	lining: 100 % katoen
•	filling: 100% polyester
•	binnenzak met rits
•	twee opzetzakken
•	twee insteekzakken
Wash Care Label:BUITENSTE: 100% GEWAXT KATOEN VOERING: 100% KATOEN VULLING: 100% POLYESTER 1. Om te voorkomen dat de speciale wax in deze stof wordt vernield, mag dit kledingstuk NIET WORDEN GESTOOMD. 2. NOOIT in de wasmachine wassen. De wax vernielt uw wasmachine. 3. Wassen in bad of een grote bak met schoon, koud water en laten drogen op kamertemperatuur. 4. Breng een ruime hoeveelheid wax aan op zwaar vervuilde plekken met een zachte borstel om het vuil los te maken en verwijder het daarna met een schone doek. 5. GEBRUIK GEEN WASMIDDEL OF SCHOONMAAK MIDDELEN. Evt. een beetje groene zeep voor de vervuilde ribkraag of voering. 6. Als het kledingstuk per ongeluk is vervuild met benzine, zuur, ammoniak, mest of andere chemicaliën, maak het schoon zoals (3). 7. Overmatig zand en vuil kan schadelijk zijn voor het kledingstuk en kan slijtage versnellen, om de levensduur van uw kledingstuk te verlengen daarom regelmatig wassen zoals bij (3) is weergegeven. 8. Door regelmatige toepassing van een waxspray zal de stof zijn kwaliteiten behouden en het kledingstuk in goede staat houden, waardoor de levensduur van het kledingstuk wordt verlengd. Tevens kunt u uw jas na intens gebruik opnieuw waxen of laten waxen door onze waxservice. www.mongo.nl"
Outdoorbodywarmers,Alwero bodywarmer Everest Antraciet L,"Alwero bodywarmer Everest met capuchon. Heerlijke bodywarmer voor volwassenen met een rits en capuchon. Voor de kids zijn ze er ook met rits en capucon, dat is de Robby. Zo kunnen je lekker twinnen met je kleintje. 
 De bodywarmer is gemaakt van 100% wol en is niet gevoerd. Hij kan gedragen worden door zowel dames als heren. 
 Wasvoorschrift: 30 °C wolwas programma met een wolwasmiddel"
Outdoorbodywarmers,Kjelvik Patricia Bodywarmer Dames - Maat 42,De Patricia is een winddichte bodywarmer voor dames. Deze getailleerde bodywarmer is gewatteerd en heeft decoratieve stiksels op de borst. Verder heeft de bodywarmer twee steekzakken met ritssluiting en een binnenzak.
Outdoorbodywarmers,Protest Prtbodhi bodywarmer dames - maat m/38,"Dit is de PRTBODHI van Protest. Deze fantastische bodywarmer is gemaakt van een fijne teddyfleece en ideaal voor outdooravonturen op koudere dagen. De rits over de hele lengte is handig om je lichaamstemperatuur te reguleren en de hogere kraag beschermt je nek tegen kou en wind. Hij heeft een regular fit, een normale lengte én handige zijzakken met rits. De contrasterende boorden en het subtiele Protest-label op de borst maken de look helemaal af. Praktisch en stijlvol. Dat is de PRTBODHI van Protest."
Outdoorbodywarmers,Fostex survival vest (bodywarmer) zwart,"Tropicalvest, voorzien van heel veel zakken.   Materiaal: 65% polyester en 35% katoen."
Outdoorbodywarmers,Kjelvik Patricia Bodywarmer Dames - Maat 38,De Patricia is een winddichte bodywarmer voor dames. Deze getailleerde bodywarmer is gewatteerd en heeft decoratieve stiksels op de borst. Verder heeft de bodywarmer twee steekzakken met ritssluiting en een binnenzak.
Outdoorbodywarmers,Kjelvik Jorn Bodywarmer Heren - Maat 3XL,Kjelvik Bodywarmer Jorn is een warme bodywarmer die geschikt is voor elke activiteit. De bodywarmer heeft een zachte wattering en een waterafstotende finsh. Verder beschikt het over twee steekzakken met een drukknoopsluiting en een binnenzak.
Outdoorbodywarmers,Kjelvik Patricia Bodywarmer Dames - Maat 44,De Patricia is een winddichte bodywarmer voor dames. Deze getailleerde bodywarmer is gewatteerd en heeft decoratieve stiksels op de borst. Verder heeft de bodywarmer twee steekzakken met ritssluiting en een binnenzak.
Outdoorbodywarmers,Alwero bodywarmer Alpen ADULT Bark XXL,"Alwero bodywarmer Alpen. De leuke houtje touwtje bodywarmer is er nu ook voor volwassenen. Onder de kinderen was hij al erg populair, maar de papa's en mama's willen er ook wel graag een. De bodywarmer is gemaakt van 100% wol en is niet gevoerd. Hij kan gedragen worden door zowel dames als heren. 
 Wasvoorschrift: 30 °C wolwas programma met een wolwasmiddel."
Outdoorbodywarmers,Kjelvik Jorn Bodywarmer Heren - Maat L,Kjelvik Bodywarmer Jorn is een warme bodywarmer die geschikt is voor elke activiteit. De bodywarmer heeft een zachte wattering en een waterafstotende finsh. Verder beschikt het over twee steekzakken met een drukknoopsluiting en een binnenzak.
Outdoorsokken,"FALKE TK2 Explore Cool Wandelen anti blaren, anti zweet Functioneel garen Heren Sportsokken zwart - Maat 44-45","PRODUCTINFORMATIE:  Met zijn medium polstering en zijn mengsel van garen met lyocell biedt de wandelsok TK2 Cool maximaal comfort en comfortabele ventilatie tijdens wandelingen op eenvoudig terrein, vooral in warme weersomstandigheden. Het snelle vochttransport en de optimale pasvorm garanderen de perfecte temperatuur en veel comfort aan de voet.
  OVER HET MERK:  FALKE is een premium Duits familiemerk met lange ervaring in de productie van moderne kledingaccessoires die zijn ontworpen om aan te sluiten bij de levensstijl, persoonlijke cultuur en behoeften van elk individu. Sinds 1895 staan zij voor modieuze kleding gemaakt van hoogwaardige materialen, afgewerkt met handgemaakte perfectie en oog voor detail. Door de invloed van nieuwe ideeën en de lange ervaring ontstaan onze kledingstukken in buitengewone kwaliteit en eigentijds design.
 FALKE TK2 Explore Cool heren wandelsokken gemaakt van zacht materiaal met Lyocell voor een comfortabel gevoel tijdens het wandelen. Thermische sokken met medium vulling, ademend, anti-blaar, versterkt, verkoelend en van hoge kwaliteit.Wandelsokken met linkse en rechtse pasvorm, aangepast aan de anatomie van de voeten. Evenwichtig schoencontact en droge voeten. Thermische sokken met demping. Bergsokken voor mannen, jongens en tieners in zomer en winter. De FALKE bergsokken zorgen voor een veilige stap tijdens wandeltochten. De herensokken zijn halfhoog en blijven pluisvrij en behouden hun vorm, zelfs na herhaaldelijk wassen. Deze herensokken zijn wasbaar op 40°C op de zachte was. Unieke FALKE kwaliteit: Wij stellen de hoogste eisen aan wat uw lichaam beschermt en verwarmt. FALKE: traditioneel bedrijf en de hoogste kwaliteit sinds 1895. Genderspecifieke proporties dankzij speciale breiprocessen en cilinders; anatomische L/R pasvorm met teen- en zoolgedeelte aangepast aan elke voet, een FALKE innovatie die zorgt voor een kreukvrije pasvorm, bescherming tegen drukpunten en een langere levensduur.  Modelnummer: 16138 verkrijgbaar in maten: 39-41, 42-43, 44-45, 46-48"
Outdoorsokken,"FALKE TK5 Wander Wandelen anti blaren, anti zweet Merino Wol Heren Sportsokken grijs - Maat 39-41","PRODUCTINFORMATIE:  Met zijn lichte polstering en zijn mengsel van merinowol biedt de wandelsok TK5 een goed schoencontact en een goede warmte-isolatie tijdens citytrips of vrijetijdsactiviteiten. Het snelle vochttransport en de optimale pasvorm garanderen de perfecte temperatuur en veel comfort aan de voet.
  OVER HET MERK:  FALKE is een premium Duits familiemerk met lange ervaring in de productie van moderne kledingaccessoires die zijn ontworpen om aan te sluiten bij de levensstijl, persoonlijke cultuur en behoeften van elk individu. Sinds 1895 staan zij voor modieuze kleding gemaakt van hoogwaardige materialen, afgewerkt met handgemaakte perfectie en oog voor detail. Door de invloed van nieuwe ideeën en de lange ervaring ontstaan onze kledingstukken in buitengewone kwaliteit en eigentijds design.
 Sokken van aangenaam zachte wol zonder motief houden de voet warm versterkt, ademend, anti-blaar, hoge kwaliteit herensokken van merinowol wandelsok met tailleband van rubber voor wandelen van FALKE voor lichte wandeltochten. Sokken voor trekking en werk Wollen sokken gevoerd met elastiek en warme zool knelt niet door platte naad bij tenen Hoge bescherming zonder natte voeten voor winter en zomer Wollen sokken voor mannen, jongens en tienersFALKE trekking sokken TK5 Wander heren zijn hoog, lang en pluisvrij pasvorm en kleur van de bergsokken blijven ook na herhaaldelijk wassen behouden deze herensokken kunnen op 30°C op het wolprogramma gewassen worden Unieke FALKE kwaliteit: Wij stellen de hoogste eisen aan wat uw lichaam beschermt en verwarmt. FALKE: traditioneel bedrijf en de hoogste kwaliteit sinds 1895. Genderspecifieke proporties dankzij speciale breiprocessen en cilinders; anatomische L/R pasvorm met teen- en zoolgedeelte aangepast aan elke voet, een FALKE innovatie die zorgt voor een kreukvrije pasvorm, bescherming tegen drukpunten en een langere levensduur.  Modelnummer: 16242 verkrijgbaar in maten: 39-41, 42-43, 44-45, 46-48"
Outdoorsokken,6-Pack Koele Naadloze Wandelsokken Stapp Yellow - Walker 4425.699 - Zwart - Unisex - Maat 43-46,"6 paar geweldige wandelsokken met Coolmax. Maak je klaar om je wandelingen naar een hoger niveau te tillen met onze geweldige wandelsokken! Onze badstof zool houdt elke stap comfortabel en het Coolmax garen houdt je voeten koel, droog en fris - geen zweetvoeten meer! We hebben ook een naadloze teennaad voor extra comfort en om blaren te voorkomen. Deze sokken zijn speciaal ontworpen voor wandelaars die op zoek zijn naar de perfecte combinatie van comfort en prestaties. En het beste is, de maataanduiding staat aan de binnenkant van de sok, dus je hoeft je nooit zorgen te maken over de verkeerde maat. STAPP Walker sokken zijn de ideale oplossing voor een comfortabele en plezierige wandeling!  Sokken met Coolmax technologie  Een van de voordelen van Coolmax is dat het uw voeten droog en behaaglijk houdt. Deze stof is gemaakt om vocht van je voeten af te voeren naar het oppervlak van de sokken, waardoor zweten wordt voorkomen. Dit biedt niet alleen comfort en voorkomt nare geurtjes, maar voorkomt ook huidirritatie en blaren.   Een ander voordeel van Coolmax is dat uw voeten ontspannen blijven. Het materiaal is zacht en ademend, en is speciaal ontworpen om je voeten te beschermen tegen de effecten van wandelen of het dragen van grote werkschoenen. Daardoor voelen je voeten fris en comfortabel aan, zelfs na urenlang dragen.   Ten slotte biedt Coolmax ook bescherming tegen beschadiging. De stof is sterk en betrouwbaar en biedt je voeten bescherming tegen schade die kan worden veroorzaakt door het dragen van zware laarzen of het lopen op oneffen oppervlakken. Bovendien beschermt het ook tegen schade door het wassen en drogen van de sokken, zodat u langer de vruchten van Coolmax kunt plukken."
Outdoorsokken,"FALKE TK2 Explore Cool Wandelen anti blaren, anti zweet Functioneel garen Dames Sportsokken grijs - Maat 37-38","PRODUCTINFORMATIE:  Met zijn medium polstering en zijn mengsel van garen met lyocell biedt de wandelsok TK2 Cool maximaal comfort en comfortabele ventilatie tijdens wandelingen op eenvoudig terrein, vooral in warme weersomstandigheden. Het snelle vochttransport en de optimale pasvorm garanderen de perfecte temperatuur en veel comfort aan de voet.
  OVER HET MERK:  FALKE is een premium Duits familiemerk met lange ervaring in de productie van moderne kledingaccessoires die zijn ontworpen om aan te sluiten bij de levensstijl, persoonlijke cultuur en behoeften van elk individu. Sinds 1895 staan zij voor modieuze kleding gemaakt van hoogwaardige materialen, afgewerkt met handgemaakte perfectie en oog voor detail. Door de invloed van nieuwe ideeën en de lange ervaring ontstaan onze kledingstukken in buitengewone kwaliteit en eigentijds design.
 FALKE TK2 Explore Cool vrouwenn wandelsokken gemaakt van zacht materiaal met Lyocell voor een comfortabel gevoel tijdens het wandelen. Thermische sokken met medium vulling, ademend, anti-blaar, versterkt, verkoelend en van hoge kwaliteit.Wandelsokken met linkse en rechtse pasvorm, aangepast aan de anatomie van de voeten. Evenwichtig schoencontact en droge voeten. Thermische sokken met demping. Bergsokken voor vrouwen, meisjes en tieners in zomer en winter. De FALKE bergsokken zorgen voor een veilige stap tijdens wandeltochten. De damessokken zijn halfhoog en blijven pluisvrij en behouden hun vorm, zelfs na herhaaldelijk wassen. Deze herensokken zijn wasbaar op 40°C op de zachte was. Unieke FALKE kwaliteit: Wij stellen de hoogste eisen aan wat uw lichaam beschermt en verwarmt. FALKE: traditioneel bedrijf en de hoogste kwaliteit sinds 1895. Genderspecifieke proporties dankzij speciale breiprocessen en cilinders; anatomische L/R pasvorm met teen- en zoolgedeelte aangepast aan elke voet, een FALKE innovatie die zorgt voor een kreukvrije pasvorm, bescherming tegen drukpunten en een langere levensduur.  Modelnummer: 16139 verkrijgbaar in maten: 35-36, 37-38, 39-40, 41-42"
